法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,昭和四十一年労働省令第二十三号,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律施行規則,ろうどうしさくのそうごうてきなすいしんならびにろうどうしゃのこようのあんていおよびしょくぎょうせいかつのじゅうじつとうにかんするほうりつせこうきそく,,昭和四十一年七月二十一日,女性の職業生活における活躍の推進に関する法律等の一部を改正する法律の施行に伴う関係省令の整備等に関する省令,令和元年厚生労働省令第八十六号,令和元年十二月二十七日,令和二年六月一日,,341M50002000023,https://elaws.e-gov.go.jp/document?lawid=341M50002000023_20200601_501M60000100086,,
府省令,昭和四十一年労働省令第二十六号,駐留軍関係離職者等臨時措置法に基づく就職指導に関する省令,ちゅうりゅうぐんかんけいりしょくしゃとうりんじそちほうにもとづくしゅうしょくしどうにかんするしょうれい,,昭和四十一年八月十五日,平成２８年１０月１日（基準日）現在のデータ,,,,,341M50002000026,https://elaws.e-gov.go.jp/document?lawid=341M50002000026_20161001_000000000000000,,
府省令,昭和四十一年建設省令第三十九号,日本勤労者住宅協会法施行規則,にほんきんろうしゃじゅうたくきょうかいほうせこうきそく,,昭和四十一年十二月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,341M50004000039,https://elaws.e-gov.go.jp/document?lawid=341M50004000039_20161001_000000000000000,,
府省令,昭和四十一年総理府・建設省令第一号,交通安全施設等整備事業の推進に関する法律施行規則,こうつうあんぜんしせつとうせいびじぎょうのすいしんにかんするほうりつせこうきそく,,昭和四十一年四月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,341M50004002001,https://elaws.e-gov.go.jp/document?lawid=341M50004002001_20161001_000000000000000,,
府省令,昭和四十一年農林省令第三十六号,野菜生産出荷安定法施行規則,やさいせいさんしゅっかあんていほうせこうきそく,,昭和四十一年七月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,341M50010000036,https://elaws.e-gov.go.jp/document?lawid=341M50010000036_20161001_000000000000000,,
府省令,昭和四十一年農林省令第四十三号,入会林野等に係る権利関係の近代化の助長に関する法律施行規則,いりあいりんやとうにかかるけんりかんけいのきんだいかのじょちょうにかんするほうりつせこうきそく,,昭和四十一年八月十日,平成２８年１０月１日（基準日）現在のデータ,,,,,341M50010000043,https://elaws.e-gov.go.jp/document?lawid=341M50010000043_20161001_000000000000000,,
府省令,昭和四十一年大蔵省・農林省令第二号,農業信用保証保険法施行規則,のうぎょうしんようほしょうほけんほうせこうきそく,,昭和四十一年六月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,341M50010040002,https://elaws.e-gov.go.jp/document?lawid=341M50010040002_20161001_000000000000000,,
府省令,昭和四十一年人事院規則一七―〇,人事院規則一七―〇（管理職員等の範囲）,じんじいんきそくじゅうななのぜろかんりしょくいんとうのはんい,,昭和四十一年七月九日,人事院規則一七―〇（管理職員等の範囲）の一部を改正する人事院規則,令和二年人事院規則一七―〇―一三四,令和二年十月三十日,令和二年十月三十日,,341RJNJ17000000,https://elaws.e-gov.go.jp/document?lawid=341RJNJ17000000_20201030_502RJNJ17000134,,
規則,昭和四十一年人事院規則一七―一,人事院規則一七―一（職員団体の登録）,じんじいんきそくじゅうななのいちしょくいんだんたいのとうろく,,昭和四十一年七月九日,平成２８年１０月１日（基準日）現在のデータ,,,,,341RJNJ17001000,https://elaws.e-gov.go.jp/document?lawid=341RJNJ17001000_20161001_000000000000000,,
法律,昭和四十二年法律第二十三号,印紙税法,いんしぜいほう,,昭和四十二年五月三十一日,中小企業の事業承継の促進のための中小企業における経営の承継の円滑化に関する法律等の一部を改正する法律,令和二年法律第五十八号,令和二年六月十九日,令和二年十月一日,,342AC0000000023,https://elaws.e-gov.go.jp/document?lawid=342AC0000000023_20201001_502AC0000000058,,
